1	20262	202606	2026 - 2nd	0.0625	0	3707	||***Required Upgrade is Now Available***||Sales Tax v7.2 is no longer being supported and must be upgraded to v7.3.  Please go to the Comptroller's EDI webpage to download and install v7.3.||The link is available at:||https://comptroller.texas.gov/taxes/file-pay/edi/||	v7.2N			
20261	q	4/20/2026									
20262	q	7/20/2026									
20263	q	10/20/2025									
20264	q	1/20/2027									
202601	m	2/20/2026									
202602	m	3/20/2026									
202603	m	4/20/2026									
202604	m	5/20/2026									
202605	m	6/22/2026									
202606	m	7/20/2026									
202607	m	8/20/2026									
202608	m	9/21/2026									
202609	m	10/20/2026									
202610	m	11/20/2026									
202611	m	12/21/2026									
202612	m	1/20/2027									
Mission 	2108065	0.02	Hidalgo 	n/a	0	n/a	n/a	0	n/a	n/a	0
Mission Valley 	n/a	0	Comal 	4046006	0.005	n/a	n/a	0	n/a	n/a	0
Mission Valley 	n/a	0	Victoria 	4235007	0.005	n/a	n/a	0	n/a	n/a	0
Missouri City 	2079079	0.01	Fort Bend 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Missouri City 	2079079	0.01	Harris 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Mixon 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Mobeetie 	2242035	0.01	Wheeler 	n/a	0	n/a	n/a	0	n/a	n/a	0
Mobile City 	2199056	0.015	Rockwall 	n/a	0	Rockwall Co Asst Dist 	5199500	0.005	n/a	n/a	0
Moffat 	n/a	0	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Moffett 	n/a	0	Angelina 	4003007	0.005	n/a	n/a	0	n/a	n/a	0
Moline 	n/a	0	Lampasas 	4141000	0.005	n/a	n/a	0	n/a	n/a	0
Monahans 	2238013	0.02	Ward 	n/a	0	n/a	n/a	0	n/a	n/a	0
Monkstown 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Monroe City 	n/a	0	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Mont Belvieu 	2036053	0.015	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Mont Belvieu 	2036053	0.015	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
Mont./Mont. Co ESD 2	6170656	0.02	Montgomery 	n/a	0	n/a	n/a	0	n/a	n/a	0
Montalba 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Montell 	n/a	0	Uvalde 	4232000	0.005	Uvalde Co Health Service	5232509	0.005	n/a	n/a	0
Montfort 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Montgomery 	2170040	0.02	Montgomery 	n/a	0	n/a	n/a	0	n/a	n/a	0
Monthalia 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Monticello 	n/a	0	Titus 	4225009	0.005	n/a	n/a	0	n/a	n/a	0
Montoya 	n/a	0	El Paso 	4071004	0.005	n/a	n/a	0	n/a	n/a	0
Moody 	2161087	0.015	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Moonshine 	n/a	0	Harris 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Moore 	n/a	0	Frio 	4082001	0.005	n/a	n/a	0	n/a	n/a	0
Moore s Chapel 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Mooresville 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Mooring 	n/a	0	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Morales 	n/a	0	Jackson 	4120005	0.005	n/a	n/a	0	n/a	n/a	0
Moran 	2209018	0.01	Shackelford 	n/a	0	n/a	n/a	0	n/a	n/a	0
Morgan 	2018064	0.01	Bosque 	4018000	0.005	n/a	n/a	0	n/a	n/a	0
Morgan Mill 	n/a	0	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Morgans Point 	2101231	0.015	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Morgans Point 	2101231	0.015	Harris 	n/a	0	Morgans Pt Mun Dev Dis 	5101561	0.005	n/a	n/a	0
Morgans Point Resort 	2014086	0.015	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Morrill 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Morris Ranch 	n/a	0	Gillespie 	4086007	0.005	n/a	n/a	0	n/a	n/a	0
Morton 	2040020	0.02	Cochran 	n/a	0	n/a	n/a	0	n/a	n/a	0
Morton Valley 	n/a	0	Eastland 	n/a	0	Eastland Mem Hosp Dist 	5067509	0.005	n/a	n/a	0
Moscow 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Mosheim 	n/a	0	Bosque 	4018000	0.005	n/a	n/a	0	n/a	n/a	0
Moss Bluff 	n/a	0	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
Moss Hill 	n/a	0	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
Moulton 	2143026	0.02	Lavaca 	n/a	0	n/a	n/a	0	n/a	n/a	0
Mound 	n/a	0	Coryell 	4050009	0.005	n/a	n/a	0	n/a	n/a	0
Mound City 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Mount Blanco 	n/a	0	Crosby 	4054005	0.005	n/a	n/a	0	n/a	n/a	0
Mount Calm 	2109144	0.01	Hill 	4109000	0.005	Hill Co ESD 2	5109518	0.005	n/a	n/a	0
Mount Enterprise 	2201043	0.02	Rusk 	n/a	0	n/a	n/a	0	n/a	n/a	0
Mount Enterprise 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Mount Lucas 	n/a	0	Live Oak 	4149002	0.005	n/a	n/a	0	n/a	n/a	0
Mount Pleasant 	2225018	0.015	Titus 	4225009	0.005	n/a	n/a	0	n/a	n/a	0
Mount Selman 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Mount Vernon 	2080012	0.015	Franklin 	4080003	0.005	n/a	n/a	0	n/a	n/a	0
Mountain City 	2105102	0.01	Hays 	4105004	0.005	Hays Co ESD 5	5105585	0.005	n/a	n/a	0
Mountain Home 	n/a	0	Kerr 	4133000	0.005	n/a	n/a	0	n/a	n/a	0
Mountain Springs 	n/a	0	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Muddig 	n/a	0	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Mudville 	n/a	0	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Muellersville 	n/a	0	Washington 	4239003	0.005	n/a	n/a	0	n/a	n/a	0
Muenster 	2049021	0.015	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Mulberry 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Muldoon 	n/a	0	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Muleshoe 	2009010	0.015	Bailey 	4009001	0.005	n/a	n/a	0	n/a	n/a	0
Mullin 	2167027	0.01	Mills 	n/a	0	n/a	n/a	0	n/a	n/a	0
Mullins Prairie 	n/a	0	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Munday 	2138023	0.02	Knox 	n/a	0	n/a	n/a	0	n/a	n/a	0
Mungerville 	n/a	0	Dawson 	4058001	0.005	n/a	n/a	0	n/a	n/a	0
Munson 	n/a	0	Rockwall 	n/a	0	Rockwall Co Asst Dist 	5199500	0.005	n/a	n/a	0
Murchison 	2107119	0.02	Henderson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Murphy 	2043161	0.0175	Collin 	n/a	0	Murphy Mun Dev Dist	5043508	0.0025	n/a	n/a	0
Murray 	n/a	0	Young 	4252005	0.005	n/a	n/a	0	n/a	n/a	0
Musgrove 	n/a	0	Franklin 	4080003	0.005	n/a	n/a	0	n/a	n/a	0
Musgrove 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Mustang 	2175090	0.015	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Mustang Ridge 	2227178	0.01	Caldwell 	4028008	0.005	Caldwell/Hays ESD 1	5028507	0.005	n/a	n/a	0
Mustang Ridge 	2227178	0.01	Travis 	n/a	0	Travis Co ESD 11 	5227542	0.01	n/a	n/a	0
Myra 	n/a	0	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Nacogdoches 	2174019	0.01	Nacogdoches 	n/a	0	Nacogdoches Co Hosp Dist	5174509	0.01	n/a	n/a	0
Nada 	n/a	0	Colorado 	4045007	0.005	Rice Hospital District 	5045506	0.005	n/a	n/a	0
Nancy 	n/a	0	Angelina 	4003007	0.005	n/a	n/a	0	n/a	n/a	0
Naples 	2172020	0.015	Morris 	4172002	0.005	n/a	n/a	0	n/a	n/a	0
Nash 	2019063	0.015	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Nassau Bay 	2101204	0.0175	Harris 	n/a	0	Nasa Mgmt Dist 	5101641	0.0025	n/a	n/a	0
Nat 	n/a	0	Nacogdoches 	n/a	0	Nacogdoches Co Hosp Dist	5174509	0.01	n/a	n/a	0
Natalia 	2163049	0.01	Medina 	4163003	0.005	Natalia Mun Dev Dist	5163502	0.005	n/a	n/a	0
Navarro 	2175170	0.01	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Navarro Mills 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Navasota 	2093017	0.015	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Navasota 	2093017	0.015	Grimes 	4093008	0.005	n/a	n/a	0	n/a	n/a	0
Nazareth 	2035036	0.015	Castro 	4035009	0.005	n/a	n/a	0	n/a	n/a	0
Nechanitz 	n/a	0	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Neches 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Neches Indian Village 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Nederland 	2123048	0.015	Jefferson 	4123002	0.005	n/a	n/a	0	n/a	n/a	0
Needmore 	n/a	0	Bailey 	4009001	0.005	n/a	n/a	0	n/a	n/a	0
Needmore 	n/a	0	Terry	4223001	0.005	n/a	n/a	0	n/a	n/a	0
Needville 	2079024	0.02	Fort Bend 	n/a	0	n/a	n/a	0	n/a	n/a	0
Needville/Fort Bend 20	6079621	0.02	Fort Bend 	n/a	0	n/a	n/a	0	n/a	n/a	0
Negley 	n/a	0	Red River 	4194006	0.005	n/a	n/a	0	n/a	n/a	0
Nell 	n/a	0	Live Oak 	4149002	0.005	n/a	n/a	0	n/a	n/a	0
Nelsonville 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Nelta 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Nevada 	2043250	0.02	Collin 	n/a	0	n/a	n/a	0	n/a	n/a	0
New Berlin 	2094052	0.015	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
New Boston 	2019045	0.015	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
New Braunfels 	2046015	0.015	Comal 	4046006	0.005	n/a	n/a	0	n/a	n/a	0
New Braunfels 	2046015	0.015	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
New Caney 	n/a	0	Montgomery 	n/a	0	Montgomery Co ESD 7 	5170576	0.005	n/a	n/a	0
New Chapel Hill 	2212086	0.01	Smith 	4212004	0.005	n/a	n/a	0	n/a	n/a	0
New Clarkson 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
New Deal 	2152042	0.015	Lubbock 	4152006	0.005	n/a	n/a	0	n/a	n/a	0
New Fairview 	2249127	0.015	Wise 	4249001	0.005	n/a	n/a	0	n/a	n/a	0
New Fountain 	n/a	0	Medina 	4163003	0.005	n/a	n/a	0	n/a	n/a	0
New Home 	n/a	0	Lynn 	4153005	0.005	n/a	n/a	0	n/a	n/a	0
New Hope 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
New Hope 	2043241	0.01	Collin 	n/a	0	n/a	n/a	0	n/a	n/a	0
New Hope 	n/a	0	Denton	n/a	0	n/a	n/a	0	n/a	n/a	0
New Hope 	n/a	0	Henderson 	n/a	0	n/a	n/a	0	n/a	n/a	0
New Hope 	n/a	0	Jones 	n/a	0	n/a	n/a	0	n/a	n/a	0
New Hope 	n/a	0	Rusk 	n/a	0	n/a	n/a	0	n/a	n/a	0
New Hope 	n/a	0	San Jacinto 	4204004	0.005	n/a	n/a	0	n/a	n/a	0
New Hope 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
New Lynn 	n/a	0	Lynn 	4153005	0.005	n/a	n/a	0	n/a	n/a	0
New Mine 	n/a	0	Camp 	4032002	0.005	n/a	n/a	0	n/a	n/a	0
New Moore 	n/a	0	Lynn 	4153005	0.005	n/a	n/a	0	n/a	n/a	0
New Mountain 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
New Salem 	n/a	0	Palo Pinto 	4182000	0.005	n/a	n/a	0	n/a	n/a	0
New Summerfield 	2037052	0.015	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
New Taiton 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
New Ulm 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
New Waverly 	2236024	0.015	Walker 	4236006	0.005	n/a	n/a	0	n/a	n/a	0
New Wehdem 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
New Willard 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Newark 	2249047	0.01	Tarrant 	n/a	0	Newark Mun Dev Dist	5249500	0.005	n/a	n/a	0
Newark 	2249047	0.01	Wise 	4249001	0.005	Newark Mun Dev Dist	5249500	0.005	n/a	n/a	0
Newburg 	n/a	0	Comanche 	4047005	0.005	n/a	n/a	0	n/a	n/a	0
Newby 	n/a	0	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Newcastle 	2252032	0.015	Young 	4252005	0.005	n/a	n/a	0	n/a	n/a	0
Newgulf 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Newman 	n/a	0	El Paso 	4071004	0.005	n/a	n/a	0	n/a	n/a	0
Newsome 	n/a	0	Camp 	4032002	0.005	n/a	n/a	0	n/a	n/a	0
Newton 	2176017	0.02	Newton 	n/a	0	n/a	n/a	0	n/a	n/a	0
Neylandville 	2116109	0.01	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Nickel 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Nieder/Cald Hays ESD 1A	6105683	0.015	Hays 	4105004	0.005	n/a	n/a	0	n/a	n/a	0
Niederwald 	2105077	0.01	Caldwell 	4028008	0.005	Caldwell/Hays ESD 1	5028507	0.005	n/a	n/a	0
Niederwald 	2105077	0.01	Hays 	4105004	0.005	Caldwell/Hays ESD 1	5028507	0.005	n/a	n/a	0
Nile 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Nineveh 	n/a	0	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Nix 	n/a	0	Lampasas 	4141000	0.005	n/a	n/a	0	n/a	n/a	0
Nixon 	2089013	0.015	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Nixon/Gonzales ESD 1	6089601	0.00375	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Nixon 	2089013	0.015	Wilson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Nobility 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Noble 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Nocona 	2169016	0.02	Montague 	n/a	0	n/a	n/a	0	n/a	n/a	0
Nolanville 	2014095	0.015	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Nome 	2123100	0.015	Jefferson 	4123002	0.005	n/a	n/a	0	n/a	n/a	0
Noonday 	2212095	0.01	Smith 	4212004	0.005	n/a	n/a	0	n/a	n/a	0
Nordheim 	2062023	0.01	DeWitt 	n/a	0	n/a	n/a	0	n/a	n/a	0
Normandy 	n/a	0	Maverick 	4159009	0.005	n/a	n/a	0	n/a	n/a	0
Normangee 	2145024	0.0125	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Normangee 	2145024	0.0125	Madison 	4154004	0.005	n/a	n/a	0	n/a	n/a	0
Normanna 	n/a	0	Bee 	4013005	0.005	n/a	n/a	0	n/a	n/a	0
Norse 	n/a	0	Bosque 	4018000	0.005	n/a	n/a	0	n/a	n/a	0
North Cleveland 	2146050	0.01	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
North Groesbeck 	n/a	0	Hardeman 	4099002	0.005	n/a	n/a	0	n/a	n/a	0
North Prairie 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
North Richland Hills 	2220184	0.015	Tarrant 	n/a	0	No Richland Hills Crm Co	5220549	0.005	n/a	n/a	0
North San Pedro 	n/a	0	Nueces 	n/a	0	n/a	n/a	0	Corpus Christi MTA	3178998	0.005
North Texarkana 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
North Zulch 	n/a	0	Madison 	4154004	0.005	n/a	n/a	0	n/a	n/a	0
Northlake 	2061319	0.02	Denton 	n/a	0	n/a	n/a	0	n/a	n/a	0
Northrup 	n/a	0	Lee 	4144007	0.005	n/a	n/a	0	n/a	n/a	0
Norton 	n/a	0	Runnels 	4200008	0.005	n/a	n/a	0	n/a	n/a	0
Norwood 	n/a	0	San Augustine	4203005	0.005	n/a	n/a	0	n/a	n/a	0
Notrees 	n/a	0	Ector 	n/a	0	Ector Co Hospital Dist 	5068508	0.0075	n/a	n/a	0
Novice 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Novice 	2042046	0.02	Coleman	n/a	0	n/a	n/a	0	n/a	n/a	0
Noxville 	n/a	0	Kimble 	n/a	0	Kimble Co ESD	5134508	0.005	n/a	n/a	0
Nursery 	n/a	0	Victoria 	4235007	0.005	n/a	n/a	0	n/a	n/a	0
O Brien 	2104050	0.01	Haskell 	n/a	0	n/a	n/a	0	n/a	n/a	0
Oak Dale 	n/a	0	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Oak Flat 	n/a	0	Nacogdoches 	n/a	0	Nacogdoches Co Hosp Dist	5174509	0.01	n/a	n/a	0
Oak Forest 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Oak Grove 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Oak Grove 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Oak Island 	n/a	0	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Oak Lake 	n/a	0	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Oak Leaf 	2070158	0.0175	Ellis 	n/a	0	n/a	n/a	0	n/a	n/a	0
Oak Point 	2061328	0.0175	Denton 	n/a	0	Oak Point Mun Dev Dist	5061621	0.0025	n/a	n/a	0
Oak Ridge 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Oak Ridge 	2049067	0.015	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Oak Ridge 	2129131	0.02	Kaufman	n/a	0	n/a	n/a	0	n/a	n/a	0
Oak Ridge 	n/a	0	Nacogdoches 	n/a	0	Nacogdoches Co Hosp Dist	5174509	0.01	n/a	n/a	0
Oak Ridge 	n/a	0	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Oak Ridge N/Mont Co ESD 8	6170610	0.02	Montgomery 	n/a	0	n/a	n/a	0	n/a	n/a	0
Oak Ridge North 	2170102	0.02	Montgomery 	n/a	0	n/a	n/a	0	n/a	n/a	0
Oak Valley 	2175125	0.01	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Oakhurst 	n/a	0	San Jacinto 	4204004	0.005	n/a	n/a	0	n/a	n/a	0
Oakland 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Oakland 	n/a	0	Colorado 	4045007	0.005	n/a	n/a	0	n/a	n/a	0
Oaks 	n/a	0	Bee 	4013005	0.005	n/a	n/a	0	n/a	n/a	0
Oakville 	n/a	0	Live Oak 	4149002	0.005	n/a	n/a	0	n/a	n/a	0
Oakwood 	2145051	0.0125	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Ocee 	n/a	0	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Odell 	n/a	0	Wilbarger 	4244006	0.005	n/a	n/a	0	n/a	n/a	0
Odem 	2205058	0.02	San Patricio 	n/a	0	n/a	n/a	0	n/a	n/a	0
Odessa 	2068018	0.0125	Ector 	n/a	0	Ector Co Hospital Dist 	5068508	0.0075	n/a	n/a	0
Odessa 	2068018	0.0125	Midland 	4165001	0.005	n/a	n/a	0	n/a	n/a	0
Odessa/Ector ASD 	6068606	0.0125	Ector 	n/a	0	Ector Co Hospital Dist 	5068508	0.0075	n/a	n/a	0
ODonnell 	2153023	0.01	Dawson 	4058001	0.005	n/a	n/a	0	n/a	n/a	0
ODonnell 	2153023	0.01	Lynn 	4153005	0.005	n/a	n/a	0	n/a	n/a	0
Oenaville 	n/a	0	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Ogden 	n/a	0	Comal 	4046006	0.005	n/a	n/a	0	n/a	n/a	0
Oglesby 	2050036	0.01	Coryell 	4050009	0.005	n/a	n/a	0	n/a	n/a	0
Oilton 	n/a	0	Webb 	4240000	0.005	n/a	n/a	0	n/a	n/a	0
Oklaunion 	n/a	0	Wilbarger 	4244006	0.005	n/a	n/a	0	n/a	n/a	0
Old Boston 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Old Brazoria 	n/a	0	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Old Dime Box 	n/a	0	Lee 	4144007	0.005	n/a	n/a	0	n/a	n/a	0
Old Larissa 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Old Ocean 	n/a	0	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Old River Winfree 	2036044	0.015	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Old River Winfree 	2036044	0.015	Liberty 	4146005	0.005	n/a	n/a	0	n/a	n/a	0
Old Union 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Olden 	n/a	0	Eastland 	n/a	0	Eastland Mem Hosp Dist 	5067509	0.005	n/a	n/a	0
Oldenburg 	n/a	0	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Olfen 	n/a	0	Runnels 	4200008	0.005	n/a	n/a	0	n/a	n/a	0
Olin 	n/a	0	Hamilton 	4097004	0.005	n/a	n/a	0	n/a	n/a	0
Olivia 	n/a	0	Calhoun 	4029007	0.005	n/a	n/a	0	n/a	n/a	0
Ollie 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Olmos 	n/a	0	Bee 	4013005	0.005	n/a	n/a	0	n/a	n/a	0
Olmos Park 	2015067	0.015	Bexar 	n/a	0	n/a	n/a	0	San Antonio MTA 	3015995	0.005
Olney 	2252023	0.015	Young 	4252005	0.005	n/a	n/a	0	n/a	n/a	0
Olton 	2140047	0.02	Lamb 	n/a	0	n/a	n/a	0	n/a	n/a	0
Omaha 	2172048	0.015	Morris 	4172002	0.005	n/a	n/a	0	n/a	n/a	0
Onalaska 	2187032	0.015	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Opdyke West 	2110052	0.01	Hockley 	n/a	0	n/a	n/a	0	n/a	n/a	0
OQuinn 	n/a	0	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Oran 	n/a	0	Palo Pinto 	4182000	0.005	n/a	n/a	0	n/a	n/a	0
Orange 	2181029	0.015	Orange 	4181001	0.005	n/a	n/a	0	n/a	n/a	0
Orange Grove 	2125019	0.015	Jim Wells 	4125000	0.005	n/a	n/a	0	n/a	n/a	0
Orangedale 	n/a	0	Bee 	4013005	0.005	n/a	n/a	0	n/a	n/a	0
Orangefield 	n/a	0	Orange 	4181001	0.005	n/a	n/a	0	n/a	n/a	0
Orangeville 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Orchard 	2079097	0.02	Fort Bend 	n/a	0	n/a	n/a	0	n/a	n/a	0
Orchard/ft Bend Cad 19	6079612	0.02	Fort Bend 	n/a	0	n/a	n/a	0	n/a	n/a	0
Ore City 	2230020	0.015	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Orient 	n/a	0	Tom Green 	4226008	0.005	n/a	n/a	0	n/a	n/a	0
Orla 	n/a	0	Reeves 	n/a	0	Reeves Co Hospital Dist 	5195504	0.005	n/a	n/a	0
Osage 	n/a	0	Coryell 	4050009	0.005	n/a	n/a	0	n/a	n/a	0
Oscar 	n/a	0	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Osceola 	n/a	0	Hill 	4109000	0.005	n/a	n/a	0	n/a	n/a	0
Otey 	n/a	0	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Ottine 	n/a	0	Gonzales 	4089004	0.005	n/a	n/a	0	n/a	n/a	0
Otto 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Overton 	2201025	0.015	Rusk 	n/a	0	Overton Mun Dev Dist 	5201506	0.005	n/a	n/a	0
Overton 	2201025	0.015	Smith 	4212004	0.005	n/a	n/a	0	n/a	n/a	0
Ovilla 	2070103	0.0175	Dallas 	n/a	0	Ovilla Mun Dev Dist	5070504	0.0025	n/a	n/a	0
Ovilla 	2070103	0.0175	Ellis 	n/a	0	Ovilla Mun Dev Dist	5070504	0.0025	n/a	n/a	0
Owens 	n/a	0	Crosby 	4054005	0.005	n/a	n/a	0	n/a	n/a	0
Owentown 	n/a	0	Smith 	4212004	0.005	n/a	n/a	0	n/a	n/a	0
Oyster Creek 	2020159	0.015	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Ozona	n/a	0	Crockett	n/a	0	n/a	n/a	0	n/a	n/a	0
Pacio 	n/a	0	Delta 	4060007	0.005	n/a	n/a	0	n/a	n/a	0
Padgett 	n/a	0	Young 	4252005	0.005	n/a	n/a	0	n/a	n/a	0
Paducah 	2051017	0.0175	Cottle 	n/a	0	Paducah Mun Dev Dis	5051507	0.0025	n/a	n/a	0
Paige 	n/a	0	Bastrop 	4011007	0.005	n/a	n/a	0	n/a	n/a	0
Paint Rock 	2048022	0.015	Concho 	4048004	0.005	n/a	n/a	0	n/a	n/a	0
Palacios 	2158019	0.02	Matagorda 	n/a	0	n/a	n/a	0	n/a	n/a	0
Palestine 	2001018	0.015	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Palestine 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Palisades	n/a	0	Randall	n/a	0	Randall Co Asst Dist 1	5191508	0.005	n/a	n/a	0
